,Average Earnings
4378,25.0
4379,50.0
4380,50.0
4381,50.0
4382,50.0
4383,60.0
4384,165.75
4385,120.83
4386,109.16
4387,24.75
4388,39.65
4389,232.39
4390,35.0
4391,87.5
4392,50.0
4393,48.57
4394,50.0
4395,50.0
4396,33.33
4397,50.0
4398,48.0
4399,48.0
4400,48.0
4401,12.0
4402,24.0
4403,108.6
4404,24.0
4405,12.0
4406,23.5
4407,86.69
4408,23.0
4409,54.58
4410,85.5
4411,22.82
4412,40.0
4413,240.0
4414,95.36
4415,51.67
4416,49.17
4417,31.25
4418,45.0
4419,24.58
4420,31.25
4421,35.0
4422,58.91
4423,45.0
4424,45.0
4425,79.08
4426,86.78
4427,45.0
4428,45.0
4429,31.67
4430,45.0
4431,26.25
4432,22.5
4433,45.0
4434,22.5
4435,45.0
4436,45.0
4437,45.0
4438,220.33
4439,123.03
4440,45.0
4441,35.2
4442,22.5
4443,44.0
4444,14.67
4445,22.0
4446,14.33
4447,43.0
4448,21.5
4449,329.17
4450,42.0
4451,42.0
4452,168.38
4453,23.65
4454,41.79
4455,21.0
4456,144.57
4457,158.65
4458,41.0
4459,53.12
4460,40.0
4461,40.0
4462,98.0
4463,28.0
4464,40.0
4465,40.0
4466,40.0
4467,40.0
4468,40.0
4469,27.85
4470,40.0
4471,45.0
4472,40.0
4473,40.0
4474,36.11
4475,40.0
4476,40.0
4477,40.0
4478,55.0
4479,55.0
4480,40.0
4481,93.28
4482,20.0
4483,40.0
4484,40.0
4485,21.67
4486,40.0
4487,40.0
4488,101.5
4489,6.67
4490,40.0
4491,40.0
4492,21.67
4493,45.0
4494,40.0
4495,51.25
4496,40.0
4497,40.0
4498,40.0
4499,40.0
4500,40.0
4501,40.0
4502,40.0
4503,40.0
4504,285.71
4505,40.0
4506,50.0
4507,40.0
4508,40.0
4509,40.0
4510,40.0
4511,40.0
4512,40.0
4513,40.0
4514,40.0
4515,40.0
4516,16.31
4517,73.75
4518,33.33
4519,40.0
4520,37.5
4521,45.38
4522,40.0
4523,35.17
4524,40.0
4525,20.0
4526,39.0
4527,39.0
4528,104.44
4529,19.0
4530,12.67
4531,88.47
4532,25.18
4533,191.06
4534,82.75
4535,37.0
4536,18.5
4537,37.0
4538,123.08
4539,18.5
4540,154.62
4541,18.0
4542,18.0
4543,103.71
4544,36.0
4545,36.0
4546,47.75
4547,18.0
4548,10.25
4549,90.5
4550,151.25
4551,111.95
4552,35.0
4553,17.5
4554,35.0
4555,35.0
4556,35.0
4557,17.5
4558,35.0
4559,148.94
4560,17.5
4561,17.5
4562,81.3
4563,19.67
4564,17.5
4565,49.6
4566,146.11
4567,92.5
4568,10.29
4569,68.81
4570,35.0
4571,43.83
4572,35.0
4573,35.0
4574,27.0
4575,16.43
4576,20.0
4577,67.25
4578,10.0
4579,35.0
4580,35.0
4581,58.75
4582,17.83
4583,75.76
4584,35.0
4585,42.71
4586,34.0
4587,125.22
4588,34.0
4589,34.0
4590,34.0
4591,33.0
4592,17.6
4593,37.45
4594,32.0
4595,10.67
4596,32.0
4597,14.67
4598,32.0
4599,32.0
4600,32.0
4601,15.5
4602,31.0
4603,31.0
4604,15.5
4605,35.0
4606,25.64
4607,30.0
4608,560.98
4609,30.0
4610,135.23
4611,30.0
4612,30.0
4613,30.0
4614,10.33
4615,30.0
4616,10.0
4617,168.5
4618,30.0
4619,30.0
4620,54.75
4621,30.0
4622,30.0
4623,30.0
4624,40.0
4625,70.87
4626,30.0
4627,30.0
4628,128.0
4629,70.14
4630,30.0
4631,30.0
4632,30.0
4633,30.0
4634,35.0
4635,72.5
4636,30.0
4637,23.75
4638,30.0
4639,30.0
4640,267.33
4641,30.0
4642,37.5
4643,30.0
4644,30.0
4645,30.0
4646,30.0
4647,115.0
4648,30.0
4649,30.0
4650,28.8
4651,25.83
4652,107.5
4653,30.0
4654,30.0
4655,40.0
4656,30.0
4657,53.53
4658,30.0
4659,30.0
4660,30.0
4661,30.0
4662,30.0
4663,316.0
4664,30.0
4665,30.0
4666,46.89
4667,30.0
4668,86.36
4669,15.0
4670,100.0
4671,30.0
4672,56.33
4673,30.0
4674,30.0
4675,30.0
4676,30.0
4677,30.0
4678,70.29
4679,59.17
4680,30.0
4681,30.0
4682,213.0
4683,242.14
4684,58.25
4685,256.41
4686,30.0
4687,30.0
4688,53.78
4689,64.5
4690,29.0
4691,373.91
4692,14.5
4693,29.67
4694,29.0
4695,28.25
4696,28.0
4697,28.62
4698,28.0
4699,47.12
4700,28.0
4701,28.0
4702,28.0
4703,42.33
4704,11.83
4705,67.24
4706,27.0
4707,39.67
4708,13.5
4709,58.68
4710,26.0
4711,26.0
4712,26.0
4713,26.0
4714,144.75
4715,26.0
4716,67.71
4717,29.82
4718,65.56
4719,111.62
4720,25.0
4721,30.96
4722,41.67
4723,117.83
4724,106.25
4725,25.0
4726,25.0
4727,31.25
4728,25.0
4729,72.19
4730,25.0
4731,25.0
4732,12.5
4733,72.43
4734,26.0
4735,25.0
4736,25.0
4737,25.0
4738,12.5
4739,25.0
4740,240.29
4741,35.0
4742,136.62
4743,25.0
4744,25.0
4745,25.0
4746,25.0
4747,25.0
4748,25.0
4749,25.0
4750,25.0
4751,25.0
4752,25.0
4753,25.0
4754,25.0
4755,75.0
4756,35.48
4757,63.15
4758,25.0
4759,228.43
4760,25.0
4761,25.0
4762,39.16
4763,25.0
4764,25.0
4765,25.0
4766,91.38
4767,25.0
4768,25.0
4769,25.0
4770,33.04
4771,25.0
4772,25.0
4773,25.0
4774,25.0
4775,25.0
4776,25.0
4777,25.0
4778,25.0
4779,25.0
4780,25.0
4781,40.0
4782,25.0
4783,25.0
4784,25.0
4785,31.25
4786,68.33
4787,25.0
4788,25.0
4789,43.88
4790,25.0
4791,25.0
4792,25.0
4793,25.0
4794,25.0
4795,25.0
4796,25.0
4797,25.0
4798,25.0
4799,12.5
4800,25.0
4801,25.0
4802,25.0
4803,25.0
4804,25.0
4805,102.41
4806,12.5
4807,25.0
4808,25.0
4809,54.28
4810,25.0
4811,22.0
4812,25.0
4813,25.0
4814,67.5
4815,37.5
4816,25.0
4817,25.0
4818,25.0
4819,25.0
4820,25.0
4821,25.0
4822,25.0
4823,25.0
4824,25.0
4825,25.0
4826,25.0
4827,25.0
4828,25.0
4829,25.0
4830,25.0
4831,51.67
4832,25.0
4833,106.25
4834,25.0
4835,12.5
4836,25.5
4837,37.99
4838,25.0
4839,12.5
4840,19.5
4841,25.0
4842,25.0
4843,51.67
4844,25.0
4845,25.0
4846,72.06
4847,118.73
4848,70.69
4849,52.48
4850,45.0
4851,37.5
4852,25.0
4853,25.0
4854,25.0
4855,24.0
4856,24.0
4857,12.0
4858,24.0
4859,12.0
4860,12.0
4861,24.0
4862,12.0
4863,34.75
4864,4.6
4865,59.71
4866,11.5
4867,73.1
4868,5.5
4869,22.0
4870,11.0
4871,22.0
4872,47.83
4873,5.5
4874,11.0
4875,101.09
4876,21.0
4877,34.86
4878,53.63
4879,21.0
4880,10.5
4881,45.0
4882,20.0
4883,10.0
4884,164.0
4885,20.0
4886,10.0
4887,47.5
4888,20.0
4889,20.0
4890,20.0
4891,66.67
4892,20.0
4893,20.0
4894,20.0
4895,10.0
4896,20.0
4897,20.0
4898,20.0
4899,21.67
4900,25.0
4901,30.0
4902,20.0
4903,20.0
4904,20.0
4905,20.0
4906,24.07
4907,20.0
4908,20.0
4909,20.0
4910,27.5
4911,20.0
4912,157.57
4913,143.12
4914,10.0
4915,20.0
4916,57.13
4917,8.99
4918,56.39
4919,46.2
4920,22.5
4921,20.0
4922,6.33
4923,9.5
4924,19.0
4925,19.0
4926,9.5
4927,18.0
4928,9.0
4929,18.5
4930,38.69
4931,9.0
4932,17.0
4933,394.74
4934,17.0
4935,8.5
4936,17.0
4937,17.0
4938,111.11
4939,16.0
4940,16.0
4941,16.0
4942,5.33
4943,32.75
4944,3.2
4945,63.67
4946,16.0
4947,16.0
4948,80.34
4949,15.0
4950,15.0
4951,7.5
4952,7.5
4953,18.75
4954,21.5
4955,193.18
4956,67.0
4957,218.09
4958,15.0
4959,15.0
4960,7.5
4961,15.0
4962,19.17
4963,15.0
4964,15.0
4965,15.0
4966,4.86
4967,7.67
4968,13.2
4969,15.0
4970,15.0
4971,15.0
4972,15.0
4973,5.25
4974,15.0
4975,15.0
4976,212.4
4977,1575.0
4978,15.0
4979,26.8
4980,112.35
4981,14.0
4982,114.67
4983,7.0
4984,131.58
4985,13.0
4986,13.0
4987,13.0
4988,16.5
4989,13.0
4990,3.25
4991,13.0
4992,13.0
4993,13.0
4994,12.0
4995,12.0
4996,3.0
4997,12.0
4998,12.0
4999,12.0
5000,72.4
5001,12.0
5002,12.0
5003,23.4
5004,22.5
5005,11.0
5006,7.5
5007,10.0
5008,10.0
5009,10.0
5010,10.0
5011,10.0
5012,10.0
5013,10.0
5014,10.0
5015,10.0
5016,10.0
5017,10.0
5018,131.71
5019,10.0
5020,10.0
5021,10.0
5022,10.0
5023,10.0
5024,10.0
5025,10.0
5026,10.0
5027,10.0
5028,10.0
5029,10.0
5030,10.0
5031,10.0
5032,10.0
5033,10.0
5034,10.0
5035,5.0
5036,36.4
5037,10.0
5038,10.0
5039,10.0
5040,10.0
5041,10.0
5042,9.5
5043,10.0
5044,10.0
5045,10.0
5046,10.0
5047,10.0
5048,51.08
5049,73.02
5050,10.0
5051,10.0
5052,10.0
5053,9.0
5054,9.0
5055,9.0
5056,9.0
5057,9.0
5058,9.0
5059,8.0
5060,8.0
5061,8.0
5062,8.0
5063,8.0
5064,8.0
5065,8.0
5066,8.0
5067,8.0
5068,8.0
5069,30.0
5070,8.0
5071,8.0
5072,52.67
5073,8.0
5074,8.0
5075,8.0
5076,8.0
5077,48.3
5078,200.75
5079,14.25
5080,7.0
5081,3.5
5082,7.0
5083,204.19
5084,7.0
5085,102.83
5086,7.0
5087,60.67
5088,3.5
5089,7.0
5090,7.0
5091,7.0
5092,6.0
5093,6.0
5094,6.0
5095,6.0
5096,6.0
5097,3.0
5098,5.0
5099,5.0
5100,5.0
5101,36.43
5102,5.0
5103,5.0
5104,47.67
5105,5.0
5106,5.0
5107,5.0
5108,5.0
5109,28.12
5110,5.0
5111,5.0
5112,5.0
5113,5.0
5114,5.0
5115,4.0
5116,4.0
5117,13.14
5118,4.0
5119,4.0
5120,3.0
5121,35.64
5122,3.0
5123,2.0
5124,1.0
5125,2.0
5126,70.25
5127,1.0
5128,1.0
5129,1.0
5130,1.0
5131,54.0
5132,1.0
5133,1.0
5134,52.67
5135,1.0
5136,1.0
5137,1073.17
5138,0.0
5139,237.38
5140,0.0
5141,400.0
5142,0.0
5143,138.62
5144,435.45
5145,1200.0
5146,78.0
5147,0.0
5148,0.0
5149,0.0
5150,0.0
5151,0.0
5152,180.0
5153,536.57
5154,88.76
5155,490.2
5156,687.5
5157,0.0
5158,478.57
5159,0.0
5160,666.5
5161,94.0
5162,0.0
5163,0.0
5164,62.5
5165,0.0
5166,0.0
5167,118.33
5168,0.0
5169,0.0
5170,0.0
5171,91.83
5172,0.0
5173,0.0
5174,265.56
5175,99.0
5176,0.0
5177,0.0
5178,287.96
5179,36.0
5180,0.0
5181,0.0
5182,0.0
5183,0.0
5184,0.0
5185,0.0
5186,0.0
5187,0.0
5188,250.0
5189,35.33
5190,0.0
5191,153.32
5192,162.33
5193,173.33
5194,195.0
5195,0.0
5196,0.0
5197,0.0
5198,0.0
5199,207.79
5200,0.0
5201,0.0
5202,0.0
5203,0.0
5204,0.0
5205,255.33
5206,75.0
5207,0.0
5208,0.0
5209,95.72
5210,207.55
5211,1562.5
5212,148.33
5213,0.0
5214,316.82
5215,32.09
5216,0.0
5217,0.0
5218,0.0
5219,578.27
5220,0.0
5221,162.5
5222,0.0
5223,694.44
5224,79.33
5225,0.0
5226,0.0
5227,573.57
5228,0.0
5229,0.0
5230,0.0
5231,0.0
5232,0.0
5233,0.0
5234,0.0
5235,642.86
5236,0.0
5237,0.0
5238,1196.43
5239,254.96
5240,278.3
5241,0.0
5242,0.0
5243,142.86
5244,0.0
5245,126.36
5246,0.0
5247,171.5
5248,103.72
5249,0.0
5250,426.86
5251,0.0
5252,0.0
5253,0.0
5254,94.72
5255,0.0
5256,0.0
5257,0.0
5258,30.75
5259,0.0
5260,0.0
5261,0.0
5262,0.0
5263,152.96
5264,0.0
5265,0.0
5266,0.0
5267,0.0
5268,35.0
5269,197.08
5270,75.32
5271,0.0
5272,0.0
5273,0.0
5274,0.0
5275,0.0
5276,225.0
5277,0.0
5278,0.0
5279,0.0
5280,0.0
5281,172.86
5282,0.0
5283,0.0
5284,0.0
5285,0.0
5286,25.0
5287,107.64
5288,0.0
5289,0.0
5290,0.0
5291,0.0
5292,0.0
5293,0.0
5294,0.0
5295,0.0
5296,0.0
5297,0.0
5298,0.0
5299,0.0
5300,32.5
5301,0.0
5302,0.0
5303,88.33
5304,294.12
5305,0.0
5306,77.26
5307,0.0
5308,0.0
5309,36.0
5310,0.0
5311,120.0
5312,0.0
5313,0.0
5314,730.77
5315,0.0
5316,0.0
5317,244.37
5318,0.0
5319,181.34
5320,0.0
5321,0.0
5322,0.0
5323,137.83
5324,219.0
5325,0.0
5326,0.0
5327,0.0
5328,0.0
5329,425.33
5330,0.0
5331,0.0
5332,80.0
5333,0.0
5334,0.0
5335,0.0
5336,209.88
5337,66.25
5338,0.0
5339,808.92
5340,114.29
5341,0.0
5342,54.29
5343,0.0
5344,103.57
5345,210.33
5346,60.35
5347,268.67
5348,135.22
5349,0.0
5350,75.0
5351,0.0
5352,546.67
5353,0.0
5354,157.77
5355,100.0
5356,120.0
5357,0.0
5358,375.0
5359,100.0
5360,168.54
5361,0.0
5362,0.0
5363,114.0
5364,0.0
5365,0.0
5366,77.9
5367,37.5
5368,0.0
5369,0.0
5370,0.0
5371,25.0
5372,0.0
5373,101.25
5374,0.0
5375,0.0
5376,0.0
5377,0.0
5378,0.0
5379,100.4
5380,924.24
5381,143.5
5382,0.0
5383,0.0
5384,144.51
5385,0.0
5386,25.0
5387,0.0
5388,0.0
5389,0.0
5390,0.0
5391,67.0
5392,0.0
5393,65.0
5394,0.0
5395,1222.22
5396,0.0
5397,280.52
5398,0.0
5399,0.0
5400,95.83
5401,25.0
5402,0.0
5403,88.0
5404,0.0
5405,0.0
5406,0.0
5407,0.0
5408,0.0
5409,205.0
5410,0.0
5411,0.0
5412,0.0
5413,0.0
5414,0.0
5415,0.0
5416,0.0
5417,300.0
5418,714.29
5419,0.0
5420,217.67
5421,0.0
5422,0.0
5423,0.0
5424,0.0
5425,0.0
5426,0.0
5427,134.5
5428,0.0
5429,0.0
5430,0.0
5431,0.0
5432,0.0
5433,0.0
5434,0.0
5435,0.0
5436,0.0
5437,0.0
5438,35.0
5439,0.0
5440,0.0
5441,0.0
5442,0.0
5443,52.5
5444,0.0
5445,0.0
5446,0.0
5447,228.57
5448,0.0
5449,0.0
5450,0.0
5451,0.0
5452,0.0
5453,0.0
5454,0.0
5455,0.0
5456,0.0
5457,0.0
5458,0.0
5459,0.0
5460,131.2
5461,0.0
5462,0.0
5463,267.61
5464,149.17
5465,0.0
5466,217.43
5467,471.26
5468,170.83
5469,0.0
5470,0.0
5471,0.0
5472,284.05
5473,258.57
5474,242.86
5475,0.0
5476,0.0
5477,0.0
5478,62.52
5479,0.0
5480,47.0
5481,0.0
5482,0.0
5483,0.0
5484,0.0
5485,0.0
5486,0.0
5487,0.0
5488,0.0
5489,0.0
5490,0.0
5491,90.2
5492,0.0
5493,0.0
5494,135.14
5495,618.75
5496,0.0
5497,0.0
5498,247.44
5499,0.0
5500,66.33
5501,0.0
5502,0.0
5503,0.0
5504,0.0
5505,150.0
5506,0.0
5507,0.0
5508,967.14
5509,0.0
5510,0.0
5511,0.0
5512,0.0
5513,0.0
5514,0.0
5515,0.0
5516,0.0
5517,235.96
5518,0.0
5519,0.0
5520,0.0
5521,0.0
5522,88.0
5523,196.08
5524,0.0
5525,0.0
5526,429.89
5527,0.0
5528,0.0
5529,270.27
5530,0.0
5531,0.0
5532,0.0
5533,80.0
5534,0.0
5535,0.0
5536,435.43
5537,0.0
5538,0.0
5539,0.0
5540,666.67
5541,0.0
5542,0.0
5543,0.0
5544,0.0
5545,0.0
5546,25.0
5547,75.0
5548,95.58
5549,389.0
5550,0.0
5551,0.0
5552,0.0
5553,0.0
5554,0.0
5555,0.0
5556,0.0
5557,0.0
5558,0.0
5559,0.0
5560,0.0
5561,0.0
5562,0.0
5563,0.0
5564,0.0
5565,100.0
5566,0.0
5567,0.0
5568,0.0
5569,0.0
5570,30.0
5571,0.0
5572,0.0
5573,0.0
5574,632.2
5575,55.73
5576,216.27
5577,43.0
5578,0.0
5579,150.0
5580,0.0
5581,0.0
5582,0.0
5583,0.0
5584,0.0
5585,0.0
5586,0.0
5587,0.0
5588,0.0
5589,0.0
5590,0.0
5591,0.0
5592,0.0
5593,159.17
5594,0.0
5595,0.0
5596,0.0
5597,0.0
5598,0.0
5599,78.0
5600,0.0
5601,0.0
5602,0.0
5603,0.0
5604,0.0
5605,0.0
5606,0.0
5607,180.0
5608,125.0
5609,0.0
5610,0.0
5611,0.0
5612,0.0
5613,0.0
5614,86.67
5615,0.0
5616,0.0
5617,0.0
5618,0.0
5619,0.0
5620,0.0
5621,69.8
5622,78.0
5623,156.25
5624,0.0
5625,0.0
5626,0.0
5627,25.0
5628,178.08
5629,54.17
5630,0.0
5631,0.0
5632,0.0
5633,0.0
5634,100.0
5635,0.0
5636,0.0
5637,0.0
5638,0.0
5639,0.0
5640,0.0
5641,513.29
5642,0.0
5643,0.0
5644,0.0
5645,43.83
5646,0.0
5647,0.0
5648,111.23
5649,0.0
5650,0.0
5651,0.0
5652,0.0
5653,83.33
5654,104.58
5655,101.0
5656,105.93
5657,0.0
5658,0.0
5659,0.0
5660,115.39
5661,101.47
5662,0.0
5663,0.0
5664,0.0
5665,0.0
5666,0.0
5667,108.57
5668,0.0
5669,0.0
5670,0.0
5671,0.0
5672,0.0
5673,0.0
5674,84.29
5675,0.0
5676,31.0
5677,150.0
5678,0.0
5679,0.0
5680,0.0
5681,0.0
5682,0.0
5683,0.0
5684,0.0
5685,0.0
5686,0.0
5687,0.0
5688,0.0
5689,0.0
5690,0.0
5691,0.0
5692,344.17
5693,0.0
5694,0.0
5695,0.0
5696,0.0
5697,0.0
5698,0.0
5699,0.0
5700,25.0
5701,32.5
5702,0.0
5703,136.75
5704,0.0
5705,169.92
5706,0.0
5707,0.0
5708,0.0
5709,0.0
5710,0.0
5711,0.0
5712,45.18
5713,0.0
5714,134.67
5715,102.25
5716,0.0
5717,0.0
5718,0.0
5719,0.0
5720,0.0
5721,0.0
5722,0.0
5723,0.0
5724,0.0
5725,0.0
5726,132.86
5727,0.0
5728,471.43
5729,201.25
5730,119.17
5731,0.0
5732,0.0
5733,220.0
5734,0.0
5735,87.89
5736,25.0
5737,0.0
5738,0.0
5739,0.0
5740,0.0
5741,0.0
5742,0.0
5743,0.0
5744,0.0
5745,106.67
5746,0.0
5747,0.0
5748,101.1
5749,0.0
5750,0.0
5751,0.0
5752,0.0
5753,0.0
5754,319.75
5755,0.0
5756,0.0
5757,300.0
5758,0.0
5759,0.0
5760,0.0
5761,0.0
5762,0.0
5763,100.0
5764,249.2
5765,151.52
5766,0.0
5767,172.41
5768,0.0
5769,99.01
5770,0.0
5771,0.0
5772,400.0
5773,0.0
5774,134.63
5775,0.0
5776,315.0
5777,0.0
5778,33.12
5779,75.0
5780,0.0
5781,0.0
5782,0.0
5783,0.0
5784,0.0
5785,0.0
5786,0.0
5787,0.0
5788,0.0
5789,200.0
5790,0.0
5791,0.0
5792,172.0
5793,0.0
5794,25.0
5795,0.0
5796,100.0
5797,0.0
5798,0.0
5799,0.0
5800,0.0
5801,0.0
5802,0.0
5803,0.0
5804,0.0
5805,0.0
5806,0.0
5807,0.0
5808,86.67
5809,0.0
5810,62.29
5811,0.0
5812,0.0
5813,0.0
5814,0.0
5815,0.0
5816,0.0
5817,0.0
5818,128.33
5819,0.0
5820,0.0
5821,0.0
5822,0.0
5823,0.0
5824,0.0
5825,0.0
5826,0.0
5827,0.0
5828,0.0
5829,0.0
5830,134.34
5831,0.0
5832,30.0
5833,110.0
5834,0.0
5835,0.0
5836,0.0
5837,0.0
5838,0.0
5839,0.0
5840,190.0
5841,0.0
5842,0.0
5843,0.0
5844,0.0
5845,260.71
5846,0.0
5847,0.0
5848,0.0
5849,0.0
5850,0.0
5851,0.0
5852,0.0
5853,0.0
5854,0.0
5855,92.5
5856,230.0
5857,0.0
5858,0.0
5859,0.0
5860,0.0
5861,0.0
5862,0.0
5863,0.0
5864,0.0
5865,0.0
5866,50.0
5867,600.0
5868,58.33
5869,75.0
5870,0.0
5871,0.0
5872,0.0
5873,0.0
5874,127.5
5875,0.0
5876,300.0
5877,0.0
5878,0.0
5879,225.87
5880,56.83
5881,0.0
5882,293.87
5883,0.0
5884,0.0
5885,346.49
5886,0.0
5887,25.0
5888,0.0
5889,0.0
5890,0.0
5891,0.0
5892,45.0
5893,0.0
5894,0.0
5895,0.0
5896,80.27
5897,0.0
5898,25.0
5899,0.0
5900,0.0
5901,0.0
5902,0.0
5903,0.0
5904,0.0
5905,0.0
5906,50.0
5907,0.0
5908,566.67
5909,0.0
5910,0.0
5911,0.0
5912,0.0
5913,0.0
5914,65.94
5915,0.0
5916,0.0
5917,175.0
5918,0.0
5919,0.0
5920,0.0
5921,256.41
5922,341.67
5923,0.0
5924,183.75
5925,0.0
5926,0.0
5927,179.0
5928,0.0
5929,0.0
5930,25.0
5931,0.0
5932,271.5
5933,0.0
5934,0.0
5935,0.0
5936,0.0
5937,0.0
5938,25.0
5939,0.0
5940,0.0
5941,0.0
5942,0.0
5943,0.0
5944,0.0
5945,0.0
5946,0.0
5947,0.0
5948,229.56
5949,0.0
5950,320.83
5951,0.0
5952,0.0
5953,41.0
5954,0.0
5955,0.0
5956,105.0
5957,114.56
5958,0.0
5959,139.48
5960,251.0
5961,100.0
5962,0.0
5963,0.0
5964,300.0
5965,247.0
5966,68.71
5967,0.0
5968,0.0
5969,0.0
5970,30.0
5971,0.0
5972,0.0
5973,0.0
5974,210.0
5975,319.05
5976,451.79
5977,0.0
5978,0.0
5979,0.0
5980,0.0
5981,0.0
5982,0.0
5983,0.0
5984,0.0
5985,0.0
5986,0.0
